Type;Year;URL;Contact;Address;Phone;Fax;Contact2
Restaurants;2014;http://www.burgerfi.com;Burgerfi;Ms. Michelle Kurzban,Mr. Josh Kurzban;918 Massachusetts St.,Lawrence, KS  66044;(646) 234-5211;Fax (913) 549-3444;Ms. Michelle Kurzban,Mr. Josh Kurzban
Restaurants;2012;http://www.burgersbybiggs.com;Burgers By Biggs;Mr. Doug Holiday;4801 Bauer Farm Dr.,Lawrence, KS  66049;(785) 856-2233;Mr. Doug Holiday
Restaurants;1999;http://www.chipotle.com;Chipotle;Mr. Eduardo Luna;911 Massachusetts St.,Lawrence, KS  66044;(785) 843-8800;Fax (785) 843-8060;Mr. Eduardo Luna
Restaurants;2013;http://www.southerndlux.com;D-LUX Southern Fried Chicken;Mr. Matthew DelVecehio;3300 W. 6th St.,Lawrence, KS  66049;(785) 766-4140;Mr. Matthew DelVecehio
Restaurants;2012;http://www.encore-cafe.com;Encore Cafe;Wanna Zhao;1007 Massachusetts St.,Lawrence, KS  66044;(785) 856-3682;Fax (785) 856-3684;Wanna Zhao
Restaurants;2011;http://www.famousdaves.com;Famous Dave's BBQ Restaurant;Mr. Jay Grate,Ms. Kim Grate,Mr. Sam Ahring,Ms. Staci Hooks;4931 W. 6th St., Ste. 130,Lawrence, KS  66049;(785) 830-8409;Fax (785) 830-8418;Mr. Jay Grate,Ms. Kim Grate,Mr. Sam Ahring,Ms. Staci Hooks
Restaurants;2010;http://www.freddysusa.com;Freddys Frozen Custard and Steakburgers;Mr. Kevin Etienne;2030 W. 23rd St.,Lawrence, KS  66046;(785) 865-0123;Mr. Kevin Etienne
Restaurants;1988;http://www.freestatebrewing.com;Free State Brewing Co., Inc.;Mr. Chuck Magerl;636 Massachusetts St.,Lawrence, KS  66044;(785) 843-4555;Fax (785) 843-2543;Mr. Chuck Magerl
Restaurants;1973;;;658 W. 23rd St.,Lawrence, KS  66046;(785) 843-2412
Restaurants;2003;;;Mr. Willie Tibbs;701 Wakarusa Dr.,Lawrence, KS  66049;(785) 312-9600;Mr. Willie Tibbs
Restaurants;2003;http://www.rarehospitality.com;LongHorn SteakHouse;Mr. Kurt Brewer;3050 Iowa St.,Lawrence, KS  66046;(785) 843-7000;Fax (785) 843-8700;Mr. Kurt Brewer
Restaurants;2001;http://www.mariscosrestaurant.com;Mariscos Restaurant;Mr. Rick & Nancy Renfro;4821 W. 6th St., Ste. A,Lawrence, KS  66049;(785) 312-9057;Mr. Rick & Nancy Renfro
Restaurants;2009;http://www.mcalistersdeli.com;McAlister's Deli;Mr. Charles Ashley;2108 W. 27th St., Ste. A-3,Lawrence, KS  66047;(785) 749-3354;Fax (785) 749-3356;Mr. Charles Ashley
Restaurants;1995;http://www.mckansas.com;McDonald's of Lawrence;Mr. Jim Wright;4911 W. 6th St.,Lawrence, KS  66049;(785) 842-6900;Fax (785) 842-2081;Mr. Jim Wright
Restaurants;2009;http://www.mckansas.com;McDonald's of Lawrence;Mr. Kevin Dobski;3241 S. Iowa St.,Lawrence, KS  66046;(785) 841-5062;Fax (785) 841-5416;Mr. Kevin Dobski
Restaurants;1975;http://www.mckansas.com;McDonald's of Lawrence;Mr. Wesley Johnson;901 W. 23rd St.,Lawrence, KS  66046;(785) 843-8522;Fax (785) 843-5669;Mr. Wesley Johnson
Restaurants;1988;http://www.mckansas.com;McDonald's of Lawrence;Ms. Janet Donner;1309 W. 6th St.,Lawrence, KS  66044;(785) 841-4132;Fax (785) 841-7437;Ms. Janet Donner
Restaurants;1988;http://www.mckansas.com;McDonald's Restaurants;Tom & Marilyn Dobski;1313 W. 6th St.,Lawrence, KS  66044;(785) 832-1444;Fax (785) 832-8804;Tom & Marilyn Dobski
Restaurants;1992;http://www.746mass.com;Merchants Pub & Plate;Mr. Philip Wilson,Mr. T.K. Peterson;746 Massachusetts St.,P.O. Box 1637,Lawrence, KS  66044;(785) 843-4111;Fax (785) 843-4195;Mr. Philip Wilson,Mr. T.K. Peterson
Restaurants;2010;http://www.mrgoodcents.com;Mr. Goodcents Subs & Pastas;Mr. Dean Drennan;1410 Kasold Dr., Ste. A22,Lawrence, KS  66049;(785) 841-8444;Fax (785) 842-3592;Mr. Dean Drennan
Restaurants;2013;http://www.ontheborder.com;On The Border;Ms. Ashley Zahn,Mr. Collin Vorbeck,Ms. Megan Gialde;3080 Iowa St.,Lawrence, KS  66046;(785) 371-4075;Ms. Ashley Zahn,Mr. Collin Vorbeck,Ms. Megan Gialde
Restaurants;2009;http://www.pachamamas.com;Pachamama's Restaurant & Star Bar;Ms. Kristine Hull;800 New Hampshire St.,Lawrence, KS  66044;(785) 841-0990;Fax (785) 841-9997;Ms. Kristine Hull
Restaurants;2003;http://www.paisanoskansas.com;Paisano's Ristorante of Lawrence;Mr. Steve Butland,Debbie Butland;Holiday Plaza,2112 W. 25th St.,Lawrence, KS  66047;(785) 838-3500;Fax (785) 838-4578;Mr. Steve Butland,Debbie Butland
Restaurants;2009;http://www.papajohns.com;Papa Johns Pizza;Mr. Bruce Collinsworth;918 Mississippi St.,Lawrence, KS  66044;(785) 865-5775;Mr. Bruce Collinsworth
Restaurants;2012;;;Mr. Brandon Graham;1035 Massachusetts St.,Lawrence, KS  66044;(785) 841-7272;Mr. Brandon Graham
Restaurants;2009;http://www.papamurphys.com;Papa Murphy's - Iowa St.;2540 Iowa St., Ste. F,Lawrence, KS  66046;(785) 843-7272;Fax (785) 783-2882
Restaurants;2013;http://www.papamurphys.com;Papa Murphy's - West;Mr. Chad Knochenmus,Mr. Steve Alley;650 Congressional Dr.,Lawrence, KS  66049;(785) 843-7272;Fax (785) 843-2882;Mr. Chad Knochenmus,Mr. Steve Alley
Restaurants;1989;http://www.perkinsrestaurants.com;Perkins Family Restaurant & Bakery;Mr. Dan Esmond,Mr. Jonathan Langford;1711 W. 23rd St.,Lawrence, KS  66046;(785) 842-9040;Fax (785) 842-3539;Mr. Dan Esmond,Mr. Jonathan Langford
Restaurants;2011;http://www.picklemans.com;Pickleman's Gourmet Cafe;Mr. Mike Terril;818 Massachusetts St.,Lawrence, KS  66044;(785) 856-6700;Mr. Mike Terril
Restaurants;2012;http://www.pitapitusa.com;Pita Pit;Mr. Jacob Cruse;1011 Massachusetts St.,Lawrence, KS  66044;(785) 856-2500;Fax (785) 856-2727;Mr. Jacob Cruse
Restaurants;2013;http://www.ramenbowls.com;Ramen Bowls;Ms. Shantel Grace;125 E. 10th St.,Lawrence, KS  66044;(785) 842-6957;Ms. Shantel Grace
Restaurants;2012;http://www.sandbarsubs.com;Sandbar Subs;Mr. Scott Zaremba,Ms. Rita Madl;1500 E. 23rd St.,Lawrence, KS  66046;(785) 856-7676;Mr. Scott Zaremba,Ms. Rita Madl
Restaurants;2013;http://www.scratchbakerylawrence.com;Scratch Bakery;Ms. Ashlee Roll-Gregory,Mr. Mark Gregory;4821 W. 6th St.,Lawrence, KS  66049;(785) 841-0386;Ms. Ashlee Roll-Gregory,Mr. Mark Gregory
Restaurants;2006;http://royalcrestbowl.com/1.asp;Wayne & Larry's/PINS, Inc.;Mr. Wayne Martin,Mr. Larry Borton;933 Iowa St.,Lawrence, KS  66044;(785) 856-7170;Fax (785) 830-8921;Mr. Wayne Martin,Mr. Larry Borton
Restaurants;1977;http://www.wendys.com;Wendy's Old Fashioned Hamburgers;Ms. Sandy Summers;523 W. 23rd St.,Lawrence, KS  66046;(785) 842-9711;Ms. Sandy Summers
Pet foods & supplies;2013;http://www.midlandfarmstore.com;Midland Farm Store;Ms. Jill Tregemba,Mr. Adam Tregemba;1401 N Diagonal Rd.,Lawrence, KS  66044;(785) 841-8544;Fax (785) 841-6705;Ms. Jill Tregemba,Mr. Adam Tregemba
Pet foods & supplies;2010;http://www.tractorsupply.com;Tractor Supply Company;Mr. Jon Wohler,Mr. Leonard Hartman;2420 Fairfield St.,Lawrence, KS  66046;(785) 331-2395;Fax (785) 331-4246;Mr. Jon Wohler,Mr. Leonard Hartman
Manufacturer representatives;2000;http://www.fortradeintl.com;FTI, Inc.;Ms. Kathleen Hodge;1611 Saint Andrews Dr.,Lawrence, KS  66047;(785) 865-1400;Fax (785) 865-1441;Ms. Kathleen Hodge
Towing services;1988;http://www.hillcrestwrecker.com;Hillcrest Wrecker & Garage, Inc.;Mr. Jerry Taylor;3700 Franklin Park Cir.,Lawrence, KS  66046;(785) 843-0052;Fax (785) 843-6277;Mr. Jerry Taylor
Association management;2008;http://www.visitlawrence.com;Destination Management, Inc.;Mr. Fred Conboy,Ms. Christina Phelps;947 New Hampshire St.,Lawrence, KS  66044;(785) 856-5282;Fax (785) 856-5303;Mr. Fred Conboy,Ms. Christina Phelps
Welcoming services;1999;;;Ms. Rayanne Dowell;1200 Hacienda Ln.,Lawrence, KS  66049;(785) 766-6330;Ms. Rayanne Dowell
Manufacturing Concrete products;2009;http://www.4mcm.com;Midwest Concrete Materials;Mr. John Pendry,Mr. John Eichman,Mr. Rob Eichman,Mr. Matt Eichman;3645 E. 23rd St.,Lawrence, KS  66046;(785) 843-1688;Fax (785) 843-1783;Mr. John Pendry,Mr. John Eichman,Mr. Rob Eichman,Mr. Matt Eichman
Copier and printer sales;2009;http://www.csa.canon.com;Canon Solutions America;Daniel Swartz,Mr. Casey Evens;3214 S.W. 29th St.,Topeka, KS  66614;(785) 232-8222;Fax (785) 232-1763;Daniel Swartz,Mr. Casey Evens
Copier and printer sales;1995;http://www.laserlogic.com;Laser Logic, Inc.;Mr. John W. Ross;450 N. Iowa St., Ste. A3,Lawrence, KS  66044;(785) 865-0505;Fax (785) 865-2334;Mr. John W. Ross
Copier and printer sales;2009;http://www.loganbusinessmachines.com;Logan Business Machines, Inc.;Mr. Terry Willyard,Mr. Chad Logan;417 B NE Hwy. 24,Topeka, KS  66608;(785) 233-1102;Fax (785) 233-2042;Mr. Terry Willyard,Mr. Chad Logan
Copier and printer sales;1990;http://www.tbsmoks.toshiba.com;Toshiba Business Solutions;Ms Mary Gaverth,Mr. Lyndon Jordan;1811 Wakarusa Dr., Ste. 101,Lawrence, KS  66047;(785) 842-4134;Fax (785) 842-4147;Ms Mary Gaverth,Mr. Lyndon Jordan
Uniform rentals & supply;2013;http://www.unifirst.com;Unifirst Corporation;Ms. Lisa Greenstreet;1309 NW Western Ave.,Topeka, KS  66608;(913) 231-6541;Fax (785) 234-2118;Ms. Lisa Greenstreet
Printers;1992;http://www.copycousa.com;Copy Co;Mr. Hossein Gerami;1401 W. 23rd St.,Lawrence, KS  66046;(785) 832-2679;Fax (785) 832-0505;Mr. Hossein Gerami
Printers;1967;http://www.curtis1000.com;Curtis 1000, Inc.;Mr. Mark Rezac;4214 N. 126th St.,Kansas City, KS  66109;(877) 287-8715;Fax (913) 721-3343;Mr. Mark Rezac
Printers;1892;http://www.ljworld.com;Lawrence Journal World - The World Company;Mr. Dolph C. Simons Jr.,Mr. Dolph Simons III,Mr. Dan Simons,Ms. Suzanne Schlicht,Ms. Alice Brewer,Ms. Kathleen Johnson,Ms. Colleen Brady,Ms. Julie Wright,Mr. Scott Stanford;645 New Hampshire St.,P.O. Box 888,Lawrence, KS  66044;(785) 843-1000;Fax (785) 843-4512;Mr. Dolph C. Simons Jr.,Mr. Dolph Simons III,Mr. Dan Simons,Ms. Suzanne Schlicht,Ms. Alice Brewer,Ms. Kathleen Johnson,Ms. Colleen Brady,Ms. Julie Wright,Mr. Scott Stanford
Printers;1983;http://www.mainlineprinting.com;Mainline Printing;Mr. Mark McCarthy;3500 S.W. Topeka Blvd.,Topeka, KS  66611;(785) 274-3700;Fax (785) 233-6864;Mr. Mark McCarthy
Printers;1993;http://www.minutemanlawrence.com;Minuteman Press;Ms. Deanna Bisel;501 Gateway Dr., Ste. B,Lawrence, KS  66049;(785) 842-2656;Fax (785) 843-9027;Ms. Deanna Bisel
Medical services;2012;http://www.lawrenceplasticsurgery.com;Lawrence Plastic Surgery, P.A.;Scott T. Thellman, M.D.,Dr. John W. Keller M.D.;1112 W. 6th St., Ste. 210,Lawrence, KS  66044;(785) 843-7677;Fax (785) 843-1657;Scott T. Thellman, M.D.,Dr. John W. Keller M.D.
Medical services;2014;http://www.minuteclinic.com;Minute Clinic @ CVS;Ms. Valerie Jenek,Ms. Anna Buckley;2300 Iowa St.,Lawrence, KS  66046;(866) 389-2727;Fax (785) 843-0034;Ms. Valerie Jenek,Ms. Anna Buckley
Medical services;2013;http://www.tiscpain.com;Therapeutic Injection Service Center, L.L.C.;Jeff Glasgow,Ms. Kerry Glasgow;1201 Wakarusa Dr.,Lawrence, KS  66049;(785) 856-8472;Fax (785) 856-6171;Jeff Glasgow,Ms. Kerry Glasgow
Pet services;2005;http://www.pawshwash.net;The Pawsh Wash;Ms. Amber Nickel;1520 Wakarusa Dr., Ste. C,Lawrence, KS  66047;(785) 856-7297;Ms. Amber Nickel
Real estate Residential & commercial;2012;;;Mickey Stremel;545 Columbia Dr.,Lawrence, KS  66044;(785) 979-4727;Fax (785) 748-4782;Mickey Stremel
Real estate Residential & commercial;1975;http://www.askmcgrew.com;McGrew Real Estate, Inc.;Mr. Michael C. McGrew;1501 Kasold Dr.,Lawrence, KS  66047;(785) 843-2055;Fax (785) 843-2466;Mr. Michael C. McGrew
Real estate Residential & commercial;2009;http://www.askmcgrew.com;McGrew Real Estate, Inc.;Ms. Dawn Hill;1501 Kasold Dr.,Lawrence, KS  66047;(785) 691-8986;Fax (785) 843-2466;Ms. Dawn Hill
Real estate Residential & commercial;2011;http://www.lawrencemax.com;RE/MAX Excel - Larry Northrop;Mr. Larry Northrop;1420 Wakarusa Dr., Ste. 203,Lawrence, KS  66049;(785) 856-8484;Fax (785) 856-8488;Mr. Larry Northrop
Real estate Residential & commercial;1993;http://www.hedgesrealestate.com;Realty Executives - Hedges Real Estate, Inc.;Mr. Bryan Hedges,Ms. Carol Mohling,Mr. Jeremy Taylor,Ms. Debbie McCarthy,Mr. Sean D. Williams;1037 Vermont St.,Lawrence, KS  66044;(785) 841-2400;Fax (785) 843-5487;Mr. Bryan Hedges,Ms. Carol Mohling,Mr. Jeremy Taylor,Ms. Debbie McCarthy,Mr. Sean D. Williams
Real estate Residential & commercial;2008;;;Ms. Toni Martin;1037 Vermont St.,Lawrence, KS  66044;(785) 393-3113;Fax (785) 843-5487;Ms. Toni Martin
Financial processing services;2001;http://www.bostonfinancial.com;Boston Financial Data Services Midwest;Ms. Lillie Terry,Mr. Stephen Mason,Mr. John Robinson,Mr. Grady Wilson,Ms. Sarah LaDuke;2000 Bluffs Dr.,Lawrence, KS  66044;(785) 838-7687;Fax (785) 838-7604;Ms. Lillie Terry,Mr. Stephen Mason,Mr. John Robinson,Mr. Grady Wilson,Ms. Sarah LaDuke
Financial processing services;2011;http://www.rezolvegroup.com;The Rezolve Group/Student Financial Aid Services, Inc.;Mr. Bob Szrot,Mr. Steve Hain,Ms. Stacey Rhoads,Ms. Jen Sherwood;1025 N. 3rd St., Ste. 113,Lawrence, KS  66044;(916) 629-7016;Mr. Bob Szrot,Mr. Steve Hain,Ms. Stacey Rhoads,Ms. Jen Sherwood
Transportation Local bus service;2008;http://www.mvtransit.com;MV Transportation;Mr. Michael Sweeten,Erin Monaghan;1260 Timberedge Rd.,Lawrence, KS  66049;(785) 856-3502;Fax (785) 312-7958;Mr. Michael Sweeten,Erin Monaghan
Contractors Electrical;1998;;;Deidre K. Oliver,Jeffrey Oliver;3104 Haskell Ave., Ste. A,P.O. Box 3529,Lawrence, KS  66046;(785) 748-0777;Fax (785) 748-0620;Deidre K. Oliver,Jeffrey Oliver
Contractors Electrical;1975;http://www.p1group.com;P1 Group, Inc.;Mr. Smitty G. Belcher,Mr. Bruce Belcher;2151 Haskell Ave., Bldg. 1,Lawrence, KS  66046;(785) 843-2910;Fax (785) 843-2884;Mr. Smitty G. Belcher,Mr. Bruce Belcher
Contractors Electrical;1975;http://www.quality-electric.net;Quality Electric, Inc.;Mr. Mike Hutton;1011 E. 31st St.,Lawrence, KS  66046;(785) 843-9211;Fax (785) 843-9261;Mr. Mike Hutton
Schools Universities;1985;http://www.haskell.edu;Haskell Indian Nations University;Mr. Manny King,Mr. Lee Pahcoddy,Mr. Stephen Prue,Ms. Amy Deer,Ms. Brenda Schildt,Ms. Venida Chenault;155 Indian Ave., #5030,Lawrence, KS  66046;(785) 749-8497;Fax (785) 749-8411;Mr. Manny King,Mr. Lee Pahcoddy,Mr. Stephen Prue,Ms. Amy Deer,Ms. Brenda Schildt,Ms. Venida Chenault
Surgeons Plastic & cosmetic;2012;http://www.lawrenceplasticsurgery.com;Lawrence Plastic Surgery, P.A.;Scott T. Thellman, M.D.,Dr. John W. Keller M.D.;1112 W. 6th St., Ste. 210,Lawrence, KS  66044;(785) 843-7677;Fax (785) 843-1657;Scott T. Thellman, M.D.,Dr. John W. Keller M.D.
Christmas tree farms;2003;http://www.strawberryhillchristmas.com;Strawberry Hill Christmas Tree Farm;Mr. Eric Walther;794 Hwy. 40,Lawrence, KS  66049;(785) 841-0916;Fax (785) 841-2266;Mr. Eric Walther
Graphic design;1973;http://www.luminousneon.com;Luminous Neon Art & Sign Systems;Ms. Tammy Moody;615 Vermont St.,Lawrence, KS  66044;(785) 842-4930;Fax (785) 842-6097;Ms. Tammy Moody
Graphic design;2011;http://www.1300willow.com;PixNinja;Mr. Michael O. Taylor;1720 Louisiana St.,Lawrence, KS  66044;(785) 856-1968;Fax (785) 371-1222;Mr. Michael O. Taylor
Graphic design;2004;http://www.thinkwritedesign.com;The Write Design;Ms. Robin Ward;P.O. Box 442015,Lawrence, KS  66044;(785) 841-3722;Fax (785) 841-9474;Ms. Robin Ward
Government County;1992;http://www.douglas-county.com;Douglas County;Mr. Craig Weinaug,Ms. Robin Crabtree;1100 Massachusetts St.,Lawrence, KS  66044;(785) 832-5328;Fax (785) 832-5148;Mr. Craig Weinaug,Ms. Robin Crabtree
Government County;1985;http://www.douglas-county.com;Douglas County Appraiser's Office;Mr. Steven Miles;1100 Massachusetts St.,Lawrence, KS  66044;(785) 832-5188;Fax (785) 841-0021;Mr. Steven Miles
Government County;2002;http://www.dgcoda.com;Douglas County District Attorney;Mr. Charles Branson;111 E. 11th St.,Lawrence, KS  66044;(785) 841-0211;Fax (785) 832-8202;Mr. Charles Branson
Government County;2001;http://www.douglas-county.com;Douglas County Register of Deeds;Ms Kay Pesnell;1100 Massachusetts St.,P.O. Box 747,Lawrence, KS  66044;(785) 832-5282;Fax (785) 330-2807;Ms Kay Pesnell
Government County;2005;http://www.dgso.org;Douglas County Sheriff's Office;Sheriff Ken McGovern;Law Enforcement and Judicial Building,111 E. 11th St.,Lawrence, KS  66044;(785) 841-0007;Fax (785) 841-5168;Sheriff Ken McGovern
Government County;2006;http://www.douglas-county.com;Douglas County Treasurer;Paula Gilchrist;1100 Massachusetts St.,Lawrence, KS  66044;(785) 832-5275;Fax (785) 832-0226;Paula Gilchrist
Government County;2009;;;540 N. 711th Rd.,Lawrence, KS  66047;(785) 842-0054
Government County;2009;;;Mr. Mike Gaughan;304 Stetson Circle,Lawrence, KS  66049;(785) 856-1662;Mr. Mike Gaughan
Tuxedos Rentals & sales;2011;http://www.josbankfactorystores.com;Jos. A. Bank Factory Store;Ms. Alison M. Ogden;646 Vermont St.,Lawrence, KS  66044;(785) 312-9523;Fax (785) 312-9385;Ms. Alison M. Ogden
Real estate Buyer's broker;2011;http://www.searchlawrence.com;AGENT: Tanya Kulaga-Realtor, CRS, ABR, GRI;Ms. Tanya Kulaga;1037 Vermont St.,Lawrence, KS  66044;(785) 550-2585;Fax (785) 371-1234;Ms. Tanya Kulaga
Real estate Buyer's broker;2012;http://www.lawrence.reeceandnichols.com;Reece Nichols Preferred Realty;Ms. Mary A. Deck;3801 W. 6th St.,Lawrence, KS  66049;(785) 760-1205;Fax (785) 856-6202;Ms. Mary A. Deck
Optical Retail;1993;http://www.lawrencefamilyvisionclinic.com;Lawrence Family Vision Clinic;Sharon M. Green, O.D.,Dr. Kenny Trummel,Kevin Trummel O.D. ;3111 W. 6th St., Ste. A,Lawrence, KS  66049;(785) 749-2020;Fax (785) 749-2323;Sharon M. Green, O.D.,Dr. Kenny Trummel,Kevin Trummel O.D. 
Entertainment;2013;http://www.abejakes.com;Abe and Jake's Landing;Mr. Mike Logan,Ms. Leila Ahvarhoush;8 E. 6th St.,Lawrence, KS  66044;(785) 841-5855;Fax (785) 841-4485;Mr. Mike Logan,Ms. Leila Ahvarhoush
Entertainment;2012;http://www.balloonarts.biz;Balloonarts;Ms. Tena Santaularia;925 Iowa St.,Lawrence, KS  66044;(785) 856-2004;Ms. Tena Santaularia
Entertainment;2002;http://www.buffalowildwings.com;Buffalo Wild Wings Grill & Bar;Mr. Craig Miller,Ms. Christina Quimiro;1012 Massachusetts St.,Lawrence, KS  66044;(785) 838-9464;Fax (785) 838-3450;Mr. Craig Miller,Ms. Christina Quimiro
Entertainment;2013;;;Mr. Richard McGhee,Ms. Chris McGhee;3000 W. Bob Billings Pkwy.,Lawrence, KS  66049;(785) 843-7456;Mr. Richard McGhee,Ms. Chris McGhee
Entertainment;2014;http://www.paintedkanvas.com;Painted Kanvas;Ms. Chelsea Rose,Mr. Daniel Rose;1540 Wakarusa Dr., Ste. H,Lawrence, KS  66047;(913) 952-6462;Ms. Chelsea Rose,Mr. Daniel Rose
Entertainment;2010;http://www.saycheezphotobooth.com;Say Cheez Photobooth;Mr. Bryan O'Connor;2231 Vail Way,Lawrence, KS  66047;(785) 760-6387;Mr. Bryan O'Connor
Sports organizations;1992;http://www.kuathletics.com;Kansas Athletics, Inc.;Mr. Bill Self,Mr. John Hadl,Mr. Larry Keating,Mr. Sean Lester,Mr. Jim Marchiony,Ms. Bonnie Henrickson,Ms Debbie Van Saun,Mr. Sheahon Zenger,Mr. Pat Kaufman,Ms. Susan Wachter;Allen Fieldhouse,1651 Naismith Dr.,Lawrence, KS  66045;(785) 864-3143;Fax (785) 864-5035;Mr. Bill Self,Mr. John Hadl,Mr. Larry Keating,Mr. Sean Lester,Mr. Jim Marchiony,Ms. Bonnie Henrickson,Ms Debbie Van Saun,Mr. Sheahon Zenger,Mr. Pat Kaufman,Ms. Susan Wachter
Sports organizations;1988;http://www.royals.com;Kansas City Royals Baseball Club;Mr. Kevin Bell;P.O. Box 419969,Kansas City, MO  64141;(816) 504-4167;Fax (816) 504-4142;Mr. Kevin Bell
Art galleries Artists & dealers;2013;http://www.cidergallery.com;Cider Gallery;Mr. Tony Krsnich;810 Pennsylvania St.,Lawrence, KS  66044;Mr. Tony Krsnich
Art galleries Artists & dealers;2011;http://www.phoenixgalleryks.com;Phoenix Gallery;Ms. Susan Shea;825 Massachusetts St.,Lawrence, KS  66044;(785) 843-0080;Ms. Susan Shea
Computer Sales & service;2011;http://www.dtanddata.com;Desktop & DataSolutions;Mr. Curtis Martell;1001 New Hampshire St.,Lawrence, KS  66044;(785) 856-2998;Mr. Curtis Martell
Computer Sales & service;1986;http://www.microtechcomp.com;Microtech Computers, Inc.;Mike Zheng;4921 Legends Dr.,Lawrence, KS  66049;(785) 841-9513;Fax (785) 841-1809;Mike Zheng
Computer Sales & service;1997;http://www.officedepot.com;Office Depot  #419;Mr. Steve Martin;2525 Iowa St.,Lawrence, KS  66046;(785) 841-6688;Fax (785) 841-8668;Mr. Steve Martin
Computer Sales & service;2010;http://seamlessdata.com;Seamless Data Systems, Inc.;Mrs. Karen L Belford,Ms. Bobette Puderbaugh;123 W. 8th St., Ste. 202,Lawrence, KS  66044;(785) 856-8585;Fax (620) 343-8500;Mrs. Karen L Belford,Ms. Bobette Puderbaugh
Computer Sales & service;2006;http://www.unicomputers.com;UNI Computers;Mr. Keith Keltner,Amin Emami;1403 W. 23rd St.,Lawrence, KS  66046;(785) 841-4611;Fax (785) 841-3461;Mr. Keith Keltner,Amin Emami
Office furniture & installation;2014;http://www.badesigns-ks.com;B A Designs, LLC;Mr. Dwight Zwiener;4119 SW Southgate Dr.,Topeka, KS  66609;(785) 267-8100;Fax (785) 266-8116;Mr. Dwight Zwiener
Office furniture & installation;1998;http://www.dbi-topeka.com;Designed Business Interiors;Ms. Stephanie Dahlquist;107 S.W. 6th Ave.,Topeka, KS  66603;(785) 841-7168;Fax (785) 233-2255;Ms. Stephanie Dahlquist
Office furniture & installation;2000;http://www.scottrice.com;Scott Rice Office Works;Ms. Connie Warkins;1201 Wakarusa Dr., Ste. B1,Lawrence, KS  66049;(785) 832-1020;Fax (785) 832-1282;Ms. Connie Warkins
Bridal shops;2013;http://www.jlynn.org;J. Lynn Bridal;Ms. Jena Dick,Becki Dick;2449 S. Iowa St., Ste. K&L,Lawrence, KS  66046;(785) 766-3243;Ms. Jena Dick,Becki Dick
